,CMC,Name,Rarity,Type_x,Card Kingdom ($),TCGPlayer ($),Face to Face ($),Cardmarket (€),Cardhoarder (Event Ticket - TIX),Salt,Decks,Inclusion,Mana Cost,Text,Stats,URL
1208,1.0,Taunting Elf,C,Creature,0.35,0.23,0.11,0.17,0.04,0.38,4625.0,0.3,{G},All creatures able to block Taunting Elf do so.,0/1,https://scryfall.com/card/gn3/108/taunting-elf
1209,1.0,Mirkwood Spider,C,Creature,0.35,0.05,0.11,0.08,0.03,0.2,4624.0,0.3,{G},"DeathtouchWhenever Mirkwood Spider attacks, target legendary creature you control gains deathtouch until end of turn.",1/1,https://scryfall.com/card/ltr/178/mirkwood-spider
1210,1.0,Royal Treatment,U,Instant,0.35,0.17,0.18,0.21,0.02,0.0,4624.0,0.3,{G},"Target creature you control gains hexproof until end of turn. Create a Royal Role token attached to that creature.(If you control another Role on it, put that one into the graveyard. Enchanted creature gets +1/+1 and has ward{1}.)",,https://scryfall.com/card/woe/183/royal-treatment
1211,3.0,Social Climber,C,Creature,0.35,0.03,0.11,0.05,0.03,0.25,4607.0,0.3,{2}{G},"Alliance— Whenever another creature enters the battlefield under your control, you gain 1 life.",3/2,https://scryfall.com/card/snc/157/social-climber
1212,1.0,Irresistible Prey,U,Sorcery,0.35,0.08,0.18,0.12,0.03,0.14,4567.0,0.3,{G},Target creature must be blocked this turn if able.Draw a card.,,https://scryfall.com/card/jmp/406/irresistible-prey
1213,3.0,Boreal Outrider,U,Creature,0.35,0.03,0.18,0.06,0.03,0.0,4565.0,0.3,{2}{G},"Whenever you cast a creature spell, if{S}of any of that spell’s colors was spent to cast it, that creature enters the battlefield with an additional +1/+1 counter on it.({S}is mana from a snow source.)",3/2,https://scryfall.com/card/khm/163/boreal-outrider
1214,4.0,Ley Weaver,U,Creature,0.59,0.36,0.73,0.19,0.04,0.07,4558.0,0.3,{3}{G},"Partner with Lore Weaver(When this creature enters the battlefield, target player may put Lore Weaver into their hand from their library, then shuffle.){T}: Untap two target lands.",2/2,https://scryfall.com/card/bbd/21/ley-weaver
1215,1.0,Avoid Fate,C,Instant,4.49,3.47,3.68,0.8,0.02,0.36,4557.0,0.3,{G},Counter target instant or Aura spell that targets a permanent you control.,,https://scryfall.com/card/tsb/73/avoid-fate
1216,2.0,Kraul Harpooner,U,Creature,0.35,0.12,0.18,0.15,0.03,0.33,4554.0,0.3,{1}{G},"ReachUndergrowth— When Kraul Harpooner enters the battlefield, choose up to one target creature with flying you don’t control. Kraul Harpooner gets +X/+0 until end of turn, where X is the number of creature cards in your graveyard, then you may have Kraul Harpooner fight that creature.",3/2,https://scryfall.com/card/j22/683/kraul-harpooner
1217,5.0,Gutter Grime,R,Enchantment,0.49,0.27,0.26,0.2,0.02,0.33,4554.0,0.3,{4}{G},"Whenever a nontoken creature you control dies, put a slime counter on Gutter Grime, then create a green Ooze creature token with “This creature’s power and toughness are each equal to the number of slime counters on Gutter Grime.”",,https://scryfall.com/card/sis/51/gutter-grime
1218,3.0,Lifegift,R,Enchantment,6.49,7.9,7.0,3.38,0.02,0.0,4550.0,0.3,{2}{G},"Whenever a land enters the battlefield, you may gain 1 life.",,https://scryfall.com/card/bok/132/lifegift
1219,3.0,Tanglespan Lookout,U,Creature,0.35,0.01,0.18,0.08,0.02,0.17,4530.0,0.3,{2}{G},"Whenever an Aura enters the battlefield under your control, draw a card.",2/3,https://scryfall.com/card/woe/188/tanglespan-lookout
1220,2.0,Uncage the Menagerie,M,Sorcery,0.99,0.8,1.1,0.97,0.02,0.17,4518.0,0.3,{X}{G}{G},"Search your library for up to X creature cards with different names that each have mana value X, reveal them, put them into your hand, then shuffle.",,https://scryfall.com/card/hou/137/uncage-the-menagerie
1221,5.0,Consuming Blob,M,Creature,0.99,0.36,0.73,0.33,0.02,0.15,4513.0,0.3,{3}{G}{G},"Consuming Blob’s power is equal to the number of card types among cards in your graveyard and its toughness is equal to that number plus 1.At the beginning of your end step, create a green Ooze creature token with “This creature’s power is equal to the number of card types among cards in your graveyard and its toughness is equal to that number plus 1.”",*/*+1,https://scryfall.com/card/dbl/177/consuming-blob
1222,3.0,Stumpsquall Hydra,R,Creature,0.49,0.23,0.26,0.37,0.57,0.14,4502.0,0.3,{X}{G}{G}{G},"When Stumpsquall Hydra enters the battlefield, distribute X +1/+1 counters among it and any number of commanders.",1/1,https://scryfall.com/card/cmr/367/stumpsquall-hydra
1223,3.0,"Jorn, God of Winter",R,Creature,0.49,0.14,,,0.02,0.55,1107.0,0.3,{2}{G},"Whenever Jorn attacks, untap each snow permanent you control.",3/3,https://scryfall.com/card/khm/179/jorn-god-of-winter-kaldring-the-rimestaff
1224,1.0,Xantid Swarm,R,Creature,1.49,0.85,1.1,0.56,0.41,0.38,4489.0,0.3,{G},"FlyingWhenever Xantid Swarm attacks, defending player can’t cast spells this turn.",0/1,https://scryfall.com/card/ema/193/xantid-swarm
1225,4.0,Wicked Wolf,R,Creature,0.49,0.21,0.26,0.13,0.02,0.08,4483.0,0.3,{2}{G}{G},"When Wicked Wolf enters the battlefield, it fights up to one target creature you don’t control.Sacrifice a Food: Put a +1/+1 counter on Wicked Wolf. It gains indestructible until end of turn. Tap it.",3/3,https://scryfall.com/card/j22/134/wicked-wolf
1226,5.0,Deranged Hermit,R,Creature,39.99,31.34,36.85,22.1,0.1,0.17,4482.0,0.3,{3}{G}{G},"Echo{3}{G}{G}(At the beginning of your upkeep, if this came under your control since the beginning of your last upkeep, sacrifice it unless you pay its echo cost.)When Deranged Hermit enters the battlefield, create four 1/1 green Squirrel creature tokens.Squirrel creatures get +1/+1.",1/1,https://scryfall.com/card/ulg/101/deranged-hermit
1227,4.0,Slice in Twain,U,Instant,0.35,0.02,0.18,0.03,0.03,0.19,4482.0,0.3,{2}{G}{G},Destroy target artifact or enchantment.Draw a card.,,https://scryfall.com/card/c20/190/slice-in-twain
1228,5.0,Parallel Evolution,R,Sorcery,4.99,4.88,5.15,3.23,0.08,0.06,4468.0,0.3,{3}{G}{G},"For each creature token on the battlefield, its controller creates a token that’s a copy of that creature.Flashback{4}{G}{G}{G}(You may cast this card from your graveyard for its flashback cost. Then exile it.)",,https://scryfall.com/card/plist/187/parallel-evolution
1229,8.0,Bookwurm,U,Creature,0.35,0.06,0.18,0.16,0.03,0.08,4447.0,0.3,{7}{G},"TrampleWhen Bookwurm enters the battlefield, you gain 3 life and draw a card.{2}{G}: Put Bookwurm from your graveyard into your library third from the top.",7/7,https://scryfall.com/card/stx/123/bookwurm
1230,1.0,Might of the Masses,C,Instant,0.35,0.03,0.11,0.04,0.03,0.07,4435.0,0.3,{G},Target creature gets +1/+1 until end of turn for each creature you control.,,https://scryfall.com/card/j22/690/might-of-the-masses
1231,9.0,Sproutback Trudge,R,Creature,0.49,0.11,0.26,0.16,,0.04,4429.0,0.3,{7}{G}{G},"This spell costs{X}less to cast, where X is the amount of life you gained this turn.TrampleAt the beginning of your end step, if you gained life this turn, you may cast Sproutback Trudge from your graveyard.",9/7,https://scryfall.com/card/c21/68/sproutback-trudge
1232,5.0,Silverback Shaman,C,Creature,0.35,0.02,0.11,0.07,0.05,0.25,4422.0,0.3,{3}{G}{G},"TrampleWhen Silverback Shaman dies, draw a card.",5/4,https://scryfall.com/card/j22/728/silverback-shaman
1233,4.0,Ellywick Tumblestrum,M,Planeswalker,0.99,0.51,0.73,1.07,0.02,0.07,4421.0,0.3,{2}{G}{G},"+1: Venture into the dungeon.(Enter the first room or advance to the next room.)−2: Look at the top six cards of your library. You may reveal a creature card from among them and put it into your hand. If it’s legendary, you gain 3 life. Put the rest on the bottom of your library in a random order.−7: You get an emblem with “Creatures you control have trample and haste and get +2/+2 for each differently named dungeon you’ve completed.”",Loyalty: 4,https://scryfall.com/card/afr/181/ellywick-tumblestrum
1234,7.0,Panglacial Wurm,R,Creature,1.49,1.27,1.47,0.56,0.02,0.4,4413.0,0.3,{5}{G}{G},"TrampleWhile you’re searching your library, you may cast Panglacial Wurm from your library.",9/5,https://scryfall.com/card/plist/330/panglacial-wurm
1235,4.0,Hunting Wilds,U,Sorcery,0.35,0.25,0.55,0.2,0.03,0.0,4411.0,0.3,{3}{G},"Kicker{3}{G}(You may pay an additional{3}{G}as you cast this spell.)Search your library for up to two Forest cards, put them onto the battlefield tapped, then shuffle.If this spell was kicked, untap all Forests put onto the battlefield this way. They become 3/3 green creatures with haste that are still lands.",,https://scryfall.com/card/c18/152/hunting-wilds
1236,3.0,Jewel-Eyed Cobra,C,Creature,0.35,0.01,0.11,0.07,0.03,0.07,4397.0,0.3,{2}{G},"DeathtouchWhen Jewel-Eyed Cobra dies, create a Treasure token.(It’s an artifact with “{T}, Sacrifice this artifact: Add one mana of any color.”)",3/1,https://scryfall.com/card/j21/592/jewel-eyed-cobra
1237,2.0,Savage Punch,C,Sorcery,0.35,0.06,0.11,0.07,0.03,0.13,4388.0,0.3,{1}{G},Target creature you control fights target creature you don’t control.Ferocious— The creature you control gets +2/+2 until end of turn before it fights if you control a creature with power 4 or greater.,,https://scryfall.com/card/j22/723/savage-punch
1238,4.0,Glittermonger,C,Creature,0.35,0.05,0.11,0.07,0.03,0.07,4382.0,0.3,{3}{G},"{T}: Create a Treasure token.(It’s an artifact with “{T}, Sacrifice this artifact: Add one mana of any color.”)",1/4,https://scryfall.com/card/snc/149/glittermonger
1239,5.0,Cult of the Waxing Moon,U,Creature,0.35,0.18,0.18,0.14,0.03,0.1,4374.0,0.3,{4}{G},"Whenever a permanent you control transforms into a non-Human creature, create a 2/2 green Wolf creature token.",5/4,https://scryfall.com/card/plist/617/cult-of-the-waxing-moon
1240,6.0,Shefet Monitor,U,Creature,0.39,0.14,0.18,0.14,0.03,0.0,4373.0,0.3,{5}{G},"Cycling{3}{G}({3}{G}, Discard this card: Draw a card.)When you cycle Shefet Monitor, you may search your library for a basic land card or a Desert card, put it onto the battlefield, then shuffle.(Do this before you draw.)",6/5,https://scryfall.com/card/akr/217/shefet-monitor
1241,3.0,Root Out,C,Sorcery,0.35,0.02,0.11,0.03,0.01,0.0,4367.0,0.3,{2}{G},"Destroy target artifact or enchantment.Investigate.(Create a Clue token. It’s an artifact with “{2}, Sacrifice this artifact: Draw a card.”)",,https://scryfall.com/card/moc/311/root-out
1242,6.0,Kalonian Twingrove,R,Creature,0.99,0.52,0.73,0.39,0.02,0.09,4353.0,0.3,{5}{G},"Kalonian Twingrove’s power and toughness are each equal to the number of Forests you control.When Kalonian Twingrove enters the battlefield, create a green Treefolk Warrior creature token with “This creature’s power and toughness are each equal to the number of Forests you control.”",*/*,https://scryfall.com/card/m15/182/kalonian-twingrove
1243,7.0,Elderscale Wurm,M,Creature,4.49,3.36,3.68,2.48,0.02,0.37,4351.0,0.3,{4}{G}{G}{G},"TrampleWhen Elderscale Wurm enters the battlefield, if your life total is less than 7, your life total becomes 7.As long as you have 7 or more life, damage that would reduce your life total to less than 7 reduces it to 7 instead.",7/7,https://scryfall.com/card/m13/167/elderscale-wurm
1244,3.0,Steel Leaf Champion,R,Creature,0.99,0.68,1.47,1.19,0.02,0.07,4347.0,0.3,{G}{G}{G},Steel Leaf Champion can’t be blocked by creatures with power 2 or less.,5/4,https://scryfall.com/card/dom/182/steel-leaf-champion
1245,2.0,Fall of Gil-galad,R,Enchantment,0.49,0.33,0.26,0.24,0.02,0.36,4341.0,0.3,{1}{G},"(As this Saga enters and after your draw step, add a lore counter. Sacrifice after III.)I — Scry 2.II — Put two +1/+1 counters on target creature you control.III — Until end of turn, target creature you control gains “When this creature dies, draw two cards.” Then that creature fights up to one other target creature.",,https://scryfall.com/card/ltr/165/fall-of-gil-galad
1246,2.0,Karametra's Favor,U,Enchantment,0.35,0.05,0.11,0.06,0.03,0.0,4328.0,0.3,{1}{G},"Enchant creatureWhen Karametra’s Favor enters the battlefield, draw a card.Enchanted creature has “{T}: Add one mana of any color.”",,https://scryfall.com/card/scd/195/karametras-favor
1247,5.0,Conifer Wurm,U,Creature,0.35,0.14,0.18,0.08,0.03,0.57,4314.0,0.3,{4}{G},"Trample{3}{G}: Conifer Wurm gets +X/+X until end of turn, where X is the number of snow permanents you control.",4/4,https://scryfall.com/card/mh1/159/conifer-wurm
1248,7.0,Somberwald Beastmaster,R,Creature,0.49,0.14,0.26,0.22,0.37,0.07,4310.0,0.3,{6}{G},"When Somberwald Beastmaster enters the battlefield, create a 2/2 green Wolf creature token, a 3/3 green Beast creature token, and a 4/4 green Beast creature token.Creature tokens you control have deathtouch.",1/1,https://scryfall.com/card/mic/30/somberwald-beastmaster
1249,4.0,Tempest Hart,U,Creature,0.35,0.02,,,0.02,0.08,2042.0,0.3,{3}{G},"TrampleWhenever you cast a spell with mana value 5 or greater, put a +1/+1 counter on Tempest Hart.",3/4,https://scryfall.com/card/woe/238/tempest-hart-scan-the-clouds
1250,3.0,Jadelight Ranger,R,Creature,0.69,0.44,0.55,0.49,0.02,0.11,4303.0,0.3,{1}{G}{G},"When Jadelight Ranger enters the battlefield, it explores, then it explores again.(Reveal the top card of your library. Put that card into your hand if it’s a land. Otherwise, put a +1/+1 counter on this creature, then put the card back or put it into your graveyard. Then repeat this process.)",2/1,https://scryfall.com/card/plist/179/jadelight-ranger
1251,6.0,Brood Monitor,U,Creature,0.35,0.14,0.18,0.1,0.03,0.18,4300.0,0.3,{4}{G}{G},"Devoid(This card has no color.)When Brood Monitor enters the battlefield, create three 1/1 colorless Eldrazi Scion creature tokens. They have “Sacrifice this creature: Add{C}.”",3/3,https://scryfall.com/card/j22/637/brood-monitor
1252,6.0,Spinebiter,U,Creature,0.49,0.37,0.55,0.39,0.03,1.0,4300.0,0.3,{4}{G}{G},Infect(This creature deals damage to creatures in the form of -1/-1 counters and to players in the form of poison counters.)You may have Spinebiter assign its combat damage as though it weren’t blocked.,3/4,https://scryfall.com/card/nph/121/spinebiter
1253,4.0,Haruspex,R,Creature,0.49,0.15,0.26,0.21,,0.1,4291.0,0.3,{3}{G},"Rapacious Hunger— Whenever another creature dies, put a +1/+1 counter on Haruspex.Devouring Monster—{T}, Remove X +1/+1 counters from Haruspex: Add X mana of any one color.",2/2,https://scryfall.com/card/40k/91/haruspex
1254,3.0,Aura Gnarlid,C,Creature,0.35,0.05,0.11,0.1,0.03,0.09,4288.0,0.3,{2}{G},Creatures with power less than Aura Gnarlid’s power can’t block it.Aura Gnarlid gets +1/+1 for each Aura on the battlefield.,2/2,https://scryfall.com/card/woc/120/aura-gnarlid
1255,2.0,Nissa's Triumph,U,Sorcery,0.35,0.07,0.18,0.08,0.03,0.09,4287.0,0.3,{G}{G},"Search your library for up to two basic Forest cards. If you control a Nissa planeswalker, instead search your library for up to three land cards. Reveal those cards, put them into your hand, then shuffle.",,https://scryfall.com/card/war/170/nissas-triumph
1256,4.0,Fruit of the First Tree,U,Enchantment,0.35,0.2,0.18,0.22,0.03,0.28,4285.0,0.3,{3}{G},"Enchant creatureWhen enchanted creature dies, you gain X life and draw X cards, where X is its toughness.",,https://scryfall.com/card/frf/132/fruit-of-the-first-tree
1257,2.0,Underdark Basilisk,C,Creature,0.35,0.03,0.11,0.1,0.03,0.0,4285.0,0.3,{1}{G},Deathtouch,1/2,https://scryfall.com/card/hbg/227/underdark-basilisk
1258,3.0,Primal Adversary,M,Creature,0.79,0.51,0.73,1.03,0.06,0.06,4281.0,0.3,{2}{G},"TrampleWhen Primal Adversary enters the battlefield, you may pay{1}{G}any number of times. When you pay this cost one or more times, put that many +1/+1 counters on Primal Adversary, then up to that many target lands you control become 3/3 Wolf creatures with haste that are still lands.",4/3,https://scryfall.com/card/dbl/194/primal-adversary
1259,6.0,Stormkeld Vanguard,U,Creature,0.35,0.08,,,0.02,0.07,4278.0,0.3,{4}{G}{G},Stormkeld Vanguard can’t be blocked by creatures with power 2 or less.,6/7,https://scryfall.com/card/woe/187/stormkeld-vanguard-bear-down
1260,2.0,Elvish Clancaller,R,Creature,0.69,0.6,0.73,1.4,0.02,0.36,4272.0,0.3,{G}{G},"Other Elves you control get +1/+1.{4}{G}{G},{T}: Search your library for a card named Elvish Clancaller, put it onto the battlefield, then shuffle.",1/1,https://scryfall.com/card/m19/179/elvish-clancaller
1261,3.0,Sprouting Vines,C,Instant,0.35,0.23,0.11,0.14,0.04,0.08,4264.0,0.3,{2}{G},"Search your library for a basic land card, reveal that card, put it into your hand, then shuffle.Storm(When you cast this spell, copy it for each spell cast before it this turn.)",,https://scryfall.com/card/c13/173/sprouting-vines
1262,2.0,Reap,U,Instant,1.29,0.74,0.73,1.3,0.04,0.29,4259.0,0.3,{1}{G},"Return up to X target cards from your graveyard to your hand, where X is the number of black permanents target opponent controls as you cast this spell.",,https://scryfall.com/card/tmp/247/reap
1263,4.0,Celeborn the Wise,U,Creature,0.35,0.04,0.18,0.08,0.01,0.13,4258.0,0.3,{3}{G},"Whenever you attack with one or more Elves, scry 1.Whenever you scry, Celeborn the Wise gets +1/+1 until end of turn for each card looked at while scrying this way.",3/3,https://scryfall.com/card/ltr/156/celeborn-the-wise
1264,12.0,Nyxborn Behemoth,R,Creature,0.79,0.33,0.73,0.74,1.45,0.19,4258.0,0.3,{10}{G}{G},"This spell costs{X}less to cast, where X is the total mana value of noncreature enchantments you control.Trample{1}{G}, Sacrifice another enchantment: Nyxborn Behemoth gains indestructible until end of turn.",10/10,https://scryfall.com/card/cmm/742/nyxborn-behemoth
1265,1.0,Saruli Caretaker,C,Creature,0.35,0.16,0.11,0.13,0.03,0.67,4253.0,0.3,{G},"Defender{T}, Tap an untapped creature you control: Add one mana of any color.",0/3,https://scryfall.com/card/rna/139/saruli-caretaker
1266,2.0,Atraxa's Fall,C,Sorcery,0.35,0.05,0.11,0.09,0.03,0.08,4251.0,0.3,{1}{G},"Destroy target artifact, battle, enchantment, or creature with flying.",,https://scryfall.com/card/mom/176/atraxas-fall
1267,5.0,Snapping Sailback,U,Creature,0.35,0.26,0.18,0.13,0.03,0.06,4247.0,0.3,{4}{G},"FlashEnrage— Whenever Snapping Sailback is dealt damage, put a +1/+1 counter on it.(It must survive the damage to get the counter.)",4/4,https://scryfall.com/card/mb1/1337/snapping-sailback
1268,6.0,Colossal Dreadmaw,C,Creature,0.35,0.03,0.11,0.04,0.03,0.5,4237.0,0.3,{4}{G}{G},Trample(This creature can deal excess combat damage to the player or planeswalker it’s attacking.),6/6,https://scryfall.com/card/j22/640/colossal-dreadmaw
1269,5.0,Predatory Impetus,C,Enchantment,0.35,0.02,0.11,0.05,0.12,0.23,4232.0,0.3,{4}{G},"Enchant creatureEnchanted creature gets +3/+3, must be blocked if able, and is goaded.(It attacks each combat if able and attacks a player other than you if able.)",,https://scryfall.com/card/clb/249/predatory-impetus
1270,4.0,Thicket Crasher,C,Creature,0.35,0.07,0.11,0.08,0.03,0.0,4218.0,0.3,{3}{G},Trample(This creature can deal excess combat damage to the player or planeswalker it’s attacking.)Other Elementals you control have trample.,4/3,https://scryfall.com/card/m20/196/thicket-crasher
1271,2.0,Tempting Wurm,R,Creature,2.29,1.46,2.2,0.57,0.08,0.26,4212.0,0.3,{1}{G},"When Tempting Wurm enters the battlefield, each opponent may put any number of artifact, creature, enchantment, and/or land cards from their hand onto the battlefield.",5/5,https://scryfall.com/card/plist/934/tempting-wurm
1272,2.0,Noose Constrictor,U,Creature,0.35,0.14,0.18,0.11,0.05,0.19,4204.0,0.3,{1}{G},ReachDiscard a card: Noose Constrictor gets +1/+1 until end of turn.,2/2,https://scryfall.com/card/sir/206/noose-constrictor
1273,4.0,Masked Admirers,R,Creature,0.35,0.04,0.18,0.1,0.02,0.0,4171.0,0.3,{2}{G}{G},"When Masked Admirers enters the battlefield, draw a card.Whenever you cast a creature spell, you may pay{G}{G}. If you do, return Masked Admirers from your graveyard to your hand.",3/2,https://scryfall.com/card/khc/69/masked-admirers
1274,3.0,The Dragon-Kami Reborn,R,Enchantment,0.49,0.08,,,0.01,0.12,4150.0,0.3,{2}{G},"(As this Saga enters and after your draw step, add a lore counter.)I, II — You gain 2 life. Look at the top three cards of your library. Exile one of them face down with a hatching counter on it, then put the rest on the bottom of your library in any order.III — Exile this Saga, then return it to the battlefield transformed under your control.",0/1,https://scryfall.com/card/neo/181/the-dragon-kami-reborn-dragon-kamis-egg
1275,6.0,Wolfkin Outcast,U,Creature,0.35,0.09,,,0.03,0.0,4143.0,0.3,{5}{G},"This spell costs{2}less to cast if you control a Wolf or Werewolf.Daybound(If a player casts no spells during their own turn, it becomes night next turn.)",5/4,https://scryfall.com/card/dbl/496/wolfkin-outcast-wedding-crasher
1276,4.0,Citanul Hierophants,R,Creature,0.59,0.51,0.73,0.27,0.03,0.12,4142.0,0.3,{3}{G},Creatures you control have “{T}: Add{G}.”,3/2,https://scryfall.com/card/scd/175/citanul-hierophants
1277,4.0,Gamekeeper,U,Creature,0.35,0.06,0.18,0.08,0.04,0.11,4140.0,0.3,{3}{G},"When Gamekeeper dies, you may exile it. If you do, reveal cards from the top of your library until you reveal a creature card. Put that card onto the battlefield and put all other cards revealed this way into your graveyard.",2/2,https://scryfall.com/card/dmr/162/gamekeeper
1278,5.0,Monstrous Onslaught,U,Sorcery,0.35,0.07,0.18,0.08,0.03,0.11,4136.0,0.3,{3}{G}{G},"Monstrous Onslaught deals X damage divided as you choose among any number of target creatures, where X is the greatest power among creatures you control as you cast this spell.",,https://scryfall.com/card/cmr/244/monstrous-onslaught
1279,1.0,Swarm Shambler,R,Creature,0.49,0.08,0.26,0.15,0.02,0.08,4131.0,0.3,{G},"Swarm Shambler enters the battlefield with a +1/+1 counter on it.Whenever a creature you control with a +1/+1 counter on it becomes the target of a spell an opponent controls, create a 1/1 green Insect creature token.{1},{T}: Put a +1/+1 counter on Swarm Shambler.",0/0,https://scryfall.com/card/j22/734/swarm-shambler
1280,1.0,Edgewall Innkeeper,U,Creature,0.35,0.15,0.18,0.11,0.03,0.12,4124.0,0.3,{G},"Whenever you cast a creature spell that has an Adventure, draw a card.(It doesn’t need to have gone on the adventure first.)",1/1,https://scryfall.com/card/plist/784/edgewall-innkeeper
1281,1.0,Frog Tongue,C,Enchantment,0.35,0.3,0.36,0.32,0.04,0.1,4119.0,0.3,{G},"Enchant creatureWhen Frog Tongue enters the battlefield, draw a card.Enchanted creature has reach.(It can block creatures with flying.)",,https://scryfall.com/card/tmp/228/frog-tongue
1282,4.0,Territorial Allosaurus,R,Creature,0.59,0.27,0.26,0.23,0.02,0.07,4113.0,0.3,{2}{G}{G},"Kicker{2}{G}(You may pay an additional{2}{G}as you cast this spell.)When Territorial Allosaurus enters the battlefield, if it was kicked, it fights another target creature.",5/5,https://scryfall.com/card/dom/184/territorial-allosaurus
1283,3.0,Nature's Embrace,C,Enchantment,0.35,0.02,0.11,0.06,0.03,0.15,4107.0,0.3,{2}{G},"Enchant creature or landAs long as enchanted permanent is a creature, it gets +2/+2.As long as enchanted permanent is a land, it has “{T}: Add two mana of any one color.”",,https://scryfall.com/card/dbl/478/natures-embrace
1284,2.0,Cream of the Crop,R,Enchantment,5.49,7.25,6.26,3.43,0.02,0.15,4101.0,0.3,{1}{G},"Whenever a creature enters the battlefield under your control, you may look at the top X cards of your library, where X is that creature’s power. If you do, put one of those cards on top of your library and the rest on the bottom of your library in any order.",,https://scryfall.com/card/mor/117/cream-of-the-crop
1285,1.0,"Oviya Pashiri, Sage Lifecrafter",U,Creature,0.35,0.04,0.18,0.13,0.02,0.0,4100.0,0.3,{G},"{2}{G},{T}: Create a 1/1 colorless Servo artifact creature token.{4}{G},{T}: Create an X/X colorless Construct artifact creature token, where X is the number of creatures you control.",1/2,https://scryfall.com/card/cmm/311/oviya-pashiri-sage-lifecrafter
1286,3.0,Caustic Wasps,U,Creature,0.69,1.18,0.73,0.56,0.04,0.29,4098.0,0.3,{2}{G},"FlyingWhenever Caustic Wasps deals combat damage to a player, you may destroy target artifact that player controls.",1/1,https://scryfall.com/card/mmq/234/caustic-wasps
1287,7.0,Greater Sandwurm,C,Creature,0.35,0.02,0.11,0.06,0.03,0.0,4097.0,0.3,{5}{G}{G},"Greater Sandwurm can’t be blocked by creatures with power 2 or less.Cycling{2}({2}, Discard this card: Draw a card.)",7/7,https://scryfall.com/card/akr/192/greater-sandwurm
1288,2.0,Heir of the Wilds,U,Creature,0.35,0.09,0.18,0.11,0.03,0.38,4097.0,0.3,{1}{G},"DeathtouchFerocious— Whenever Heir of the Wilds attacks, if you control a creature with power 4 or greater, Heir of the Wilds gets +1/+1 until end of turn.",2/2,https://scryfall.com/card/ktk/134/heir-of-the-wilds
1289,2.0,Boneyard Wurm,U,Creature,0.35,0.18,0.18,0.13,0.03,0.0,4064.0,0.3,{1}{G},Boneyard Wurm’s power and toughness are each equal to the number of creature cards in your graveyard.,*/*,https://scryfall.com/card/uma/159/boneyard-wurm
1290,7.0,Sifter Wurm,U,Creature,0.35,0.04,0.18,0.06,0.03,0.0,4063.0,0.3,{5}{G}{G},"TrampleWhen Sifter Wurm enters the battlefield, scry 3, then reveal the top card of your library. You gain life equal to that card’s mana value.",7/7,https://scryfall.com/card/cmr/254/sifter-wurm
1291,8.0,Ghoultree,R,Creature,0.99,0.55,0.73,0.65,0.02,0.5,4061.0,0.3,{7}{G},This spell costs{1}less to cast for each creature card in your graveyard.,10/10,https://scryfall.com/card/dka/115/ghoultree
1292,4.0,Champion of Rhonas,R,Creature,0.49,0.29,0.26,0.37,0.02,0.2,4047.0,0.3,{3}{G},"You may exert Champion of Rhonas as it attacks. When you do, you may put a creature card from your hand onto the battlefield.(An exerted creature won’t untap during your next untap step.)",3/3,https://scryfall.com/card/akr/185/champion-of-rhonas
1293,4.0,Leaf-Crowned Elder,R,Creature,2.99,3.96,2.94,1.53,0.02,0.14,4044.0,0.3,{2}{G}{G},"Kinship— At the beginning of your upkeep, you may look at the top card of your library. If it shares a creature type with Leaf-Crowned Elder, you may reveal it. If you do, you may play that card without paying its mana cost.",3/5,https://scryfall.com/card/plist/1140/leaf-crowned-elder
1294,2.0,Fists of Ironwood,C,Enchantment,0.35,0.15,0.11,0.11,0.03,0.08,4041.0,0.3,{1}{G},"Enchant creatureWhen Fists of Ironwood enters the battlefield, create two 1/1 green Saproling creature tokens.Enchanted creature has trample.",,https://scryfall.com/card/mm3/126/fists-of-ironwood
1295,3.0,Yasova Dragonclaw,R,Creature,0.49,0.19,0.26,0.16,0.02,0.6,956.0,0.3,{2}{G},"TrampleAt the beginning of combat on your turn, you may pay{1}{U/R}{U/R}. If you do, gain control of target creature an opponent controls with power less than Yasova Dragonclaw’s power until end of turn, untap that creature, and it gains haste until end of turn.",4/2,https://scryfall.com/card/frf/148/yasova-dragonclaw
1296,3.0,Generous Stray,C,Creature,0.35,0.09,0.11,0.16,0.03,0.0,4032.0,0.3,{2}{G},"When Generous Stray enters the battlefield, draw a card.",1/2,https://scryfall.com/card/anb/95/generous-stray
1297,6.0,"Nemata, Grove Guardian",U,Creature,0.35,0.1,0.18,0.17,0.04,0.0,4018.0,0.3,{4}{G}{G},{2}{G}: Create a 1/1 green Saproling creature token.Sacrifice a Saproling: Saproling creatures get +1/+1 until end of turn.,4/5,https://scryfall.com/card/cmm/307/nemata-grove-guardian
1298,4.0,Toxicrene,R,Creature,0.69,0.15,0.55,0.29,,0.0,4010.0,0.3,{3}{G},"Reach, deathtouchHypertoxic Miasma— All lands have “{T}: Add one mana of any color” and lose all other abilities.",2/4,https://scryfall.com/card/40k/101/toxicrene
1299,6.0,Wild Endeavor,R,Sorcery,0.49,0.16,0.26,0.16,,0.16,4010.0,0.3,{4}{G}{G},"Roll two d4 and choose one result. Create a number of 3/3 green Beast creature tokens equal to that result. Then search your library for a number of basic land cards equal to the other result, put them onto the battlefield tapped, then shuffle.",,https://scryfall.com/card/afc/43/wild-endeavor
